Practice Id,MID,Date,Dba (Dim Mid),Fee Category,Rate Percent,Rate Amount,MOP___,Total Fees
1234,7205989,11/5/2017,Clinic 1,Interchange,0.0184,$0.00 ,AmEx,$18.40
1234,7205989,11/6/2017,Clinic 1,Interchange,0.018411,$0.00 ,AmEx,$0.92
1234,7205989,11/7/2017,Clinic 1,Interchange,0.018418,$0.00 ,AmEx,$0.88
1234,7205989,11/8/2017,Clinic 1,Interchange,0.01842,$0.00 ,AmEx,$0.90
1234,7205989,11/9/2017,Clinic 1,Interchange,0.018534,$0.00 ,AmEx,$0.91
1234,7205989,11/10/2017,Clinic 1,Interchange,0.018547,$0.00 ,AmEx,$0.84
1234,7205989,11/11/2017,Clinic 1,Interchange,0.018554,$0.00 ,AmEx,$0.87
1234,7205989,11/12/2017,Clinic 1,Interchange,0.018645,$0.00 ,AmEx,$0.82
1234,7205989,11/13/2017,Clinic 1,Interchange,0.018667,$0.00 ,AmEx,$8.40
1234,7205989,11/14/2017,Clinic 1,Interchange,0.018704,$0.00 ,AmEx,$0.82
1234,7205989,11/15/2017,Clinic 1,Interchange,0.018767,$0.00 ,AmEx,$0.84
1234,7205989,11/16/2017,Clinic 1,Interchange,0.018781,$0.00 ,AmEx,$1.64
1234,7205989,11/17/2017,Clinic 1,Interchange,0.018788,$0.00 ,AmEx,$0.84
1234,7205989,11/18/2017,Clinic 1,Interchange,0.018804,$0.00 ,AmEx,$0.78
1234,7205989,11/19/2017,Clinic 1,Interchange,0.018836,$0.00 ,AmEx,$0.79
1234,7205989,11/20/2017,Clinic 1,Interchange,0.018944,$0.00 ,AmEx,$0.80
1234,7205989,11/21/2017,Clinic 1,Interchange,0.018974,$0.00 ,AmEx,$0.74
1234,7205989,11/22/2017,Clinic 1,Interchange,0.019,$0.00 ,AmEx,$12.16
1234,7205989,11/23/2017,Clinic 1,Interchange,0.019025,$0.00 ,AmEx,$0.73
1234,7205989,11/24/2017,Clinic 1,Interchange,0.019048,$0.00 ,AmEx,$0.78
1234,7205989,11/25/2017,Clinic 1,Interchange,0.019059,$0.00 ,AmEx,$0.77
1234,7205989,11/26/2017,Clinic 1,Interchange,0.019211,$0.00 ,AmEx,$0.73
1234,7205989,11/27/2017,Clinic 1,Interchange,0.019306,$0.00 ,AmEx,$0.69
1234,7205989,11/28/2017,Clinic 1,Interchange,0.01942,$0.00 ,AmEx,$1.38
1234,7205989,11/29/2017,Clinic 1,Interchange,0.019429,$0.00 ,AmEx,$7.48
1234,7205989,11/30/2017,Clinic 1,Interchange,0.019558,$0.00 ,AmEx,$0.69
1234,7205989,12/1/2017,Clinic 1,Interchange,0.019637,$0.00 ,AmEx,$0.65
1234,7205989,12/2/2017,Clinic 1,Interchange,0.019916,$0.00 ,AmEx,$0.62
1234,7205989,12/3/2017,Clinic 1,Interchange,0.02,$0.00 ,AmEx,$9.60
1234,7205989,12/4/2017,Clinic 1,Interchange,0.020033,$0.00 ,AmEx,$0.61
1234,7205989,12/5/2017,Clinic 1,Interchange,0.020202,$0.00 ,AmEx,$0.58
1234,7205989,12/6/2017,Clinic 1,Interchange,0.020224,$0.00 ,AmEx,$0.56
1234,7205989,12/7/2017,Clinic 1,Interchange,0.020243,$0.00 ,AmEx,$0.60
1234,7205989,12/8/2017,Clinic 1,Interchange,0.02037,$0.00 ,AmEx,$0.55
1234,7205989,12/9/2017,Clinic 1,Interchange,0.020548,$0.00 ,AmEx,$0.54
1234,7205989,12/10/2017,Clinic 1,Interchange,0.020587,$0.00 ,AmEx,$0.54
1234,7205989,12/11/2017,Clinic 1,Interchange,0.020599,$0.00 ,AmEx,$0.55
1234,7205989,12/12/2017,Clinic 1,Interchange,0.020677,$0.00 ,AmEx,$0.55
1234,7205989,12/13/2017,Clinic 1,Interchange,0.0208,$0.00 ,AmEx,$12.48
1234,7205989,12/14/2017,Clinic 1,Interchange,0.020883,$0.00 ,AmEx,$1.06
1234,7205989,12/15/2017,Clinic 1,Interchange,0.020998,$0.00 ,AmEx,$0.53
1234,7205989,12/16/2017,Clinic 1,Interchange,0.021044,$0.00 ,AmEx,$0.52
1234,7205989,12/17/2017,Clinic 1,Interchange,0.021121,$0.00 ,AmEx,$0.49
1234,7205989,12/18/2017,Clinic 1,Interchange,0.021259,$0.00 ,AmEx,$0.51
1234,7205989,12/19/2017,Clinic 1,Interchange,0.021563,$0.00 ,AmEx,$0.48
1234,7205989,12/20/2017,Clinic 1,Interchange,0.021567,$0.00 ,AmEx,$0.49
1234,7205989,12/21/2017,Clinic 1,Interchange,0.021679,$0.00 ,AmEx,$0.94
1234,7205989,12/22/2017,Clinic 1,Interchange,0.022,$0.00 ,AmEx,$7.48
1234,7205989,12/23/2017,Clinic 1,Interchange,0.022789,$0.00 ,AmEx,$0.42
1234,7205989,12/24/2017,Clinic 1,Interchange,0.023283,$0.00 ,AmEx,$0.40
1234,7205989,12/25/2017,Clinic 1,Interchange,0.023296,$0.00 ,AmEx,$0.40
1234,7205989,12/26/2017,Clinic 1,Interchange,0.023356,$0.00 ,AmEx,$0.38
1234,7205989,12/27/2017,Clinic 1,Interchange,0.023413,$0.00 ,AmEx,$0.38
1234,7205989,12/28/2017,Clinic 1,Interchange,0.023914,$0.00 ,AmEx,$0.38
1234,7205989,12/29/2017,Clinic 1,Interchange,0.024,$0.00 ,AmEx,$1.08
1234,7205989,12/30/2017,Clinic 1,Interchange,0.024423,$0.00 ,AmEx,$0.36
1234,7205989,12/31/2017,Clinic 1,Interchange,0.025,$0.00 ,AmEx,$0.35
1234,7205989,1/1/2018,Clinic 1,Interchange,0.025095,$0.00 ,AmEx,$0.33
1234,7205989,1/2/2018,Clinic 1,Interchange,0.025326,$0.00 ,AmEx,$0.33
1234,7205989,1/3/2018,Clinic 1,Interchange,0.025385,$0.00 ,AmEx,$0.33
1234,7205989,1/4/2018,Clinic 1,Interchange,0.02616,$0.00 ,AmEx,$0.31
1234,7205989,1/5/2018,Clinic 1,Interchange,0.026208,$0.00 ,AmEx,$0.32
1234,7205989,1/6/2018,Clinic 1,Interchange,0.026564,$0.00 ,AmEx,$0.31
1234,7205989,1/7/2018,Clinic 1,Interchange,0.026622,$0.00 ,AmEx,$0.32
1234,7205989,1/8/2018,Clinic 1,Interchange,0.026933,$0.00 ,AmEx,$0.31
1234,7205989,1/9/2018,Clinic 1,Interchange,0.02775,$0.00 ,AmEx,$0.28
1234,7205989,1/10/2018,Clinic 1,Interchange,0.028,$0.00 ,AmEx,$2.24
1234,7205989,1/11/2018,Clinic 1,Interchange,0.028628,$0.00 ,AmEx,$0.29
1234,7205989,1/12/2018,Clinic 1,Interchange,0.029289,$0.00 ,AmEx,$0.28
1234,7205989,1/13/2018,Clinic 1,Interchange,0.032,$0.00 ,AmEx,$0.24
1234,7205989,1/14/2018,Clinic 1,Interchange,0.033382,$0.00 ,AmEx,$0.23
1234,7205989,1/15/2018,Clinic 1,Interchange,0.036972,$0.00 ,AmEx,$0.21
1234,7205989,1/16/2018,Clinic 1,Interchange,0.04,$0.00 ,AmEx,$1.61
1234,7205989,1/17/2018,Clinic 1,Interchange,0.049587,$0.00 ,AmEx,$0.18
1234,7205989,1/18/2018,Clinic 1,Interchange,0.064151,$0.00 ,AmEx,$0.17
1234,7205989,1/19/2018,Clinic 1,Interchange,0.065385,$0.00 ,AmEx,$0.17
1234,7205989,1/20/2018,Clinic 1,Interchange,0.078049,$0.00 ,AmEx,$0.16
1234,7205989,1/21/2018,Clinic 1,Interchange,0.083799,$0.00 ,AmEx,$0.15
1234,7205989,1/22/2018,Clinic 1,Interchange,0.088235,$0.00 ,AmEx,$0.15
1234,7205989,1/23/2018,Clinic 1,Interchange,0.104167,$0.00 ,AmEx,$0.15
1234,7205989,1/24/2018,Clinic 1,Interchange,0.000676,$0.00 ,AmEx,$2.00
1234,7205989,1/25/2018,Clinic 1,Interchange,0.0007,$0.00 ,AmEx,$2.00
1234,7205989,1/26/2018,Clinic 1,Interchange,0.000899,$0.00 ,AmEx,$1.50
1234,7205989,1/27/2018,Clinic 1,Interchange,0.001145,$0.00 ,AmEx,$1.50
1234,7205989,1/28/2018,Clinic 1,Interchange,0.001169,$0.00 ,AmEx,$1.50
1234,7205989,1/29/2018,Clinic 1,Interchange,0.001457,$0.00 ,AmEx,$1.50
1234,7205989,1/30/2018,Clinic 1,Interchange,0.001867,$0.00 ,AmEx,$1.50
1234,7205989,1/31/2018,Clinic 1,Interchange,0.002825,$0.00 ,AmEx,$1.50
1234,7205989,2/1/2018,Clinic 1,Interchange,0.002851,$0.00 ,AmEx,$1.50
1234,7205989,2/2/2018,Clinic 1,Interchange,0.003,$0.00 ,AmEx,$1.50
1234,7205989,2/3/2018,Clinic 1,Interchange,0.003418,$0.00 ,AmEx,$1.50
1234,7205989,2/4/2018,Clinic 1,Interchange,0.003836,$0.00 ,AmEx,$1.50
1234,7205989,2/5/2018,Clinic 1,Interchange,0.003978,$0.00 ,AmEx,$1.50
1234,7205989,2/6/2018,Clinic 1,Interchange,0.004391,$0.00 ,AmEx,$2.00
1234,7205989,2/7/2018,Clinic 1,Interchange,0.004685,$0.00 ,AmEx,$1.50
1234,7205989,2/8/2018,Clinic 1,Interchange,0.004756,$0.00 ,AmEx,$1.50
1234,7205989,2/9/2018,Clinic 1,Interchange,0.004846,$0.00 ,AmEx,$1.50
1234,7205989,2/10/2018,Clinic 1,Interchange,0.00494,$0.00 ,AmEx,$1.50
1234,7205989,2/11/2018,Clinic 1,Interchange,0.005,$0.00 ,AmEx,$1.50
1234,7205989,2/12/2018,Clinic 1,Interchange,0.005884,$0.00 ,AmEx,$1.50
1234,7205989,2/13/2018,Clinic 1,Interchange,0.00762,$0.00 ,AmEx,$1.50
1234,7205989,2/14/2018,Clinic 1,Interchange,0.008951,$0.00 ,AmEx,$1.50
1234,7205989,2/15/2018,Clinic 1,Interchange,0.009923,$0.00 ,AmEx,$1.29
1234,7205989,2/16/2018,Clinic 1,Interchange,0.010129,$0.00 ,AmEx,$1.20
1234,7205989,2/17/2018,Clinic 1,Interchange,0.010206,$0.00 ,AmEx,$1.18
1234,7205989,2/18/2018,Clinic 1,Interchange,0.011541,$0.00 ,AmEx,$0.82
1234,7205989,2/19/2018,Clinic 1,Interchange,0.012329,$0.00 ,AmEx,$0.72
1234,7205989,2/20/2018,Clinic 1,Interchange,0.012747,$0.00 ,AmEx,$0.67
1234,7205989,2/21/2018,Clinic 1,Interchange,0.012804,$0.00 ,AmEx,$0.68
1234,7205989,2/22/2018,Clinic 1,Interchange,0.013,$0.00 ,AmEx,$1.30
1234,7205989,2/23/2018,Clinic 1,Interchange,0.014233,$0.00 ,AmEx,$0.58
1234,7205989,2/24/2018,Clinic 1,Interchange,0.015118,$0.00 ,AmEx,$0.54
1234,7205989,2/25/2018,Clinic 1,Interchange,0.015143,$0.00 ,AmEx,$0.53
1234,7205989,2/26/2018,Clinic 1,Interchange,0.016333,$0.00 ,AmEx,$0.98
1234,7205989,2/27/2018,Clinic 1,Interchange,0.016867,$0.00 ,AmEx,$0.49
1234,7205989,2/28/2018,Clinic 1,Interchange,0.019492,$0.00 ,AmEx,$0.43
1234,7205989,3/1/2018,Clinic 1,Interchange,0.022661,$0.00 ,AmEx,$0.39
1234,7205989,3/2/2018,Clinic 1,Interchange,0.033,$0.00 ,AmEx,$0.33
1234,7205989,3/3/2018,Clinic 1,Interchange,0.000811,$0.00 ,AmEx,$0.58
1234,7205989,3/4/2018,Clinic 1,Interchange,0.000812,$0.00 ,AmEx,$0.57
1234,7205989,3/5/2018,Clinic 1,Interchange,0.000825,$0.00 ,AmEx,$0.56
1234,7205989,3/6/2018,Clinic 1,Interchange,0.000986,$0.00 ,AmEx,$0.45
1234,7205989,3/7/2018,Clinic 1,Interchange,0.001085,$0.00 ,AmEx,$0.41
1234,7205989,3/8/2018,Clinic 1,Interchange,0.001309,$0.00 ,AmEx,$0.36
1234,7205989,3/9/2018,Clinic 1,Interchange,0.001312,$0.00 ,AmEx,$0.36
1234,7205989,3/10/2018,Clinic 1,Interchange,0.001321,$0.00 ,AmEx,$0.35
1234,7205989,3/11/2018,Clinic 1,Interchange,0.001418,$0.00 ,AmEx,$0.34
1234,7205989,3/12/2018,Clinic 1,Interchange,0.001492,$0.00 ,AmEx,$0.33
1234,7205989,3/13/2018,Clinic 1,Interchange,0.001682,$0.00 ,AmEx,$0.31
1234,7205989,3/14/2018,Clinic 1,Interchange,0.001909,$0.00 ,AmEx,$0.30
1234,7205989,3/15/2018,Clinic 1,Interchange,0.001928,$0.00 ,AmEx,$0.30
1234,7205989,3/16/2018,Clinic 1,Interchange,0.001967,$0.00 ,AmEx,$0.30
1234,7205989,3/17/2018,Clinic 1,Interchange,0.002025,$0.00 ,AmEx,$0.29
1234,7205989,3/18/2018,Clinic 1,Interchange,0.00239,$0.00 ,AmEx,$0.28
1234,7205989,3/19/2018,Clinic 1,Interchange,0.002441,$0.00 ,AmEx,$0.28
1234,7205989,3/20/2018,Clinic 1,Interchange,0.002468,$0.00 ,AmEx,$0.28
1234,7205989,3/21/2018,Clinic 1,Interchange,0.002483,$0.00 ,AmEx,$0.28
1234,7205989,3/22/2018,Clinic 1,Interchange,0.00251,$0.00 ,AmEx,$0.28
1234,7205989,3/23/2018,Clinic 1,Interchange,0.0027,$0.00 ,AmEx,$0.81
1234,7205989,3/24/2018,Clinic 1,Interchange,0.002728,$0.00 ,AmEx,$0.27
1234,7205989,3/25/2018,Clinic 1,Interchange,0.002836,$0.00 ,AmEx,$0.27
1234,7205989,3/26/2018,Clinic 1,Interchange,0.002876,$0.00 ,AmEx,$0.27
1234,7205989,3/27/2018,Clinic 1,Interchange,0.002994,$0.00 ,AmEx,$0.26
1234,7205989,3/28/2018,Clinic 1,Interchange,0.003054,$0.00 ,AmEx,$0.26
1234,7205989,3/29/2018,Clinic 1,Interchange,0.003056,$0.00 ,AmEx,$0.26
1234,7205989,3/30/2018,Clinic 1,Interchange,0.003186,$0.00 ,AmEx,$0.26
1234,7205989,3/31/2018,Clinic 1,Interchange,0.003241,$0.00 ,AmEx,$0.26
1234,7205989,4/1/2018,Clinic 1,Interchange,0.003407,$0.00 ,AmEx,$0.26
1234,7205989,4/2/2018,Clinic 1,Interchange,0.003432,$0.00 ,AmEx,$0.26
1234,7205989,4/3/2018,Clinic 1,Interchange,0.00344,$0.00 ,AmEx,$0.52
1234,7205989,4/4/2018,Clinic 1,Interchange,0.003643,$0.00 ,AmEx,$0.26
1234,7205989,4/5/2018,Clinic 1,Interchange,0.003682,$0.00 ,AmEx,$0.26
1234,7205989,4/6/2018,Clinic 1,Interchange,0.003747,$0.00 ,AmEx,$0.25
1234,7205989,4/7/2018,Clinic 1,Interchange,0.003812,$0.00 ,AmEx,$0.25
1234,7205989,4/8/2018,Clinic 1,Interchange,0.003873,$0.00 ,AmEx,$0.25
1234,7205989,4/9/2018,Clinic 1,Interchange,0.00388,$0.00 ,AmEx,$0.25
1234,7205989,4/10/2018,Clinic 1,Interchange,0.003892,$0.00 ,AmEx,$0.25
1234,7205989,4/11/2018,Clinic 1,Interchange,0.003927,$0.00 ,AmEx,$0.25
1234,7205989,4/12/2018,Clinic 1,Interchange,0.003935,$0.00 ,AmEx,$0.25
1234,7205989,4/13/2018,Clinic 1,Interchange,0.004165,$0.00 ,AmEx,$0.25
1234,7205989,4/14/2018,Clinic 1,Interchange,0.004167,$0.00 ,AmEx,$0.25
1234,7205989,4/15/2018,Clinic 1,Interchange,0.004182,$0.00 ,AmEx,$0.25
1234,7205989,4/16/2018,Clinic 1,Interchange,0.004199,$0.00 ,AmEx,$0.25
1234,7205989,4/17/2018,Clinic 1,Interchange,0.004214,$0.00 ,AmEx,$0.25
1234,7205989,4/18/2018,Clinic 1,Interchange,0.004352,$0.00 ,AmEx,$0.25
1234,7205989,4/19/2018,Clinic 1,Interchange,0.004421,$0.00 ,AmEx,$0.25
1234,7205989,4/20/2018,Clinic 1,Interchange,0.004431,$0.00 ,AmEx,$0.25
1234,7205989,4/21/2018,Clinic 1,Interchange,0.004498,$0.00 ,AmEx,$0.25
1234,7205989,4/22/2018,Clinic 1,Interchange,0.004509,$0.00 ,AmEx,$0.50
1234,7205989,4/23/2018,Clinic 1,Interchange,0.004514,$0.00 ,AmEx,$0.25
1234,7205989,4/24/2018,Clinic 1,Interchange,0.004525,$0.00 ,AmEx,$0.25
1234,7205989,4/25/2018,Clinic 1,Interchange,0.00464,$0.00 ,AmEx,$0.25
1234,7205989,4/26/2018,Clinic 1,Interchange,0.004704,$0.00 ,AmEx,$0.25
1234,7205989,4/27/2018,Clinic 1,Interchange,0.004734,$0.00 ,AmEx,$0.25
1234,7205989,4/28/2018,Clinic 1,Interchange,0.004832,$0.00 ,AmEx,$0.25
1234,7205989,4/29/2018,Clinic 1,Interchange,0.004871,$0.00 ,AmEx,$0.25
1234,7205989,4/30/2018,Clinic 1,Interchange,0.004876,$0.00 ,AmEx,$0.25
1234,7205989,5/1/2018,Clinic 1,Interchange,0.004881,$0.00 ,AmEx,$0.25
1234,7205989,5/2/2018,Clinic 1,Interchange,0.0049,$0.00 ,AmEx,$1.50
1234,7205989,5/3/2018,Clinic 1,Interchange,0.004919,$0.00 ,AmEx,$0.25
1234,7205989,5/4/2018,Clinic 1,Interchange,0.0054,$0.00 ,AmEx,$0.96
1234,7205989,5/5/2018,Clinic 1,Interchange,0.005885,$0.00 ,AmEx,$0.24
1234,7205989,5/6/2018,Clinic 1,Interchange,0.006,$0.00 ,AmEx,$0.96
1234,7205989,5/7/2018,Clinic 1,Interchange,0.006026,$0.00 ,AmEx,$0.24
1234,7205989,5/8/2018,Clinic 1,Interchange,0.006232,$0.00 ,AmEx,$0.24
1234,7205989,5/9/2018,Clinic 1,Interchange,0.006447,$0.00 ,AmEx,$0.24
1234,7205989,5/10/2018,Clinic 1,Interchange,0.0068,$0.00 ,AmEx,$1.44
1234,7205989,5/11/2018,Clinic 1,Interchange,0.006899,$0.00 ,AmEx,$0.24
1234,7205989,5/12/2018,Clinic 1,Interchange,0.006941,$0.00 ,AmEx,$0.24
1234,7205989,5/13/2018,Clinic 1,Interchange,0.00701,$0.00 ,AmEx,$0.24
1234,7205989,5/14/2018,Clinic 1,Interchange,0.00767,$0.00 ,AmEx,$0.24
1234,7205989,5/15/2018,Clinic 1,Interchange,0.007833,$0.00 ,AmEx,$1.92
1234,7205989,5/16/2018,Clinic 1,Interchange,0.00795,$0.00 ,AmEx,$0.24
1234,7205989,5/17/2018,Clinic 1,Interchange,0.008887,$0.00 ,AmEx,$0.23
1234,7205989,5/18/2018,Clinic 1,Interchange,0.0089,$0.00 ,AmEx,$0.23
1234,7205989,5/19/2018,Clinic 1,Interchange,0.008928,$0.00 ,AmEx,$0.23
1234,7205989,5/20/2018,Clinic 1,Interchange,0.009007,$0.00 ,AmEx,$0.23
1234,7205989,5/21/2018,Clinic 1,Interchange,0.00918,$0.00 ,AmEx,$0.23
1234,7205989,5/22/2018,Clinic 1,Interchange,0.009309,$0.00 ,AmEx,$0.23
1234,7205989,5/23/2018,Clinic 1,Interchange,0.00932,$0.00 ,AmEx,$4.14
1234,7205989,5/24/2018,Clinic 1,Interchange,0.010912,$0.00 ,AmEx,$0.23
1234,7205989,5/25/2018,Clinic 1,Interchange,0.011053,$0.00 ,AmEx,$0.23
1234,7205989,5/26/2018,Clinic 1,Interchange,0.011368,$0.00 ,AmEx,$0.23
1234,7205989,5/27/2018,Clinic 1,Interchange,0.0115,$0.00 ,AmEx,$2.53
1234,7205989,5/28/2018,Clinic 1,Interchange,0.011923,$0.00 ,AmEx,$0.23
1234,7205989,5/29/2018,Clinic 1,Interchange,0.013518,$0.00 ,AmEx,$0.23
1234,7205989,5/30/2018,Clinic 1,Interchange,0.014206,$0.00 ,AmEx,$0.23
1234,7205989,5/31/2018,Clinic 1,Interchange,0.0152,$0.00 ,AmEx,$0.46
1234,7205989,6/1/2018,Clinic 1,Interchange,0.01857,$0.00 ,AmEx,$0.23
1234,7205989,6/2/2018,Clinic 1,Interchange,0.019366,$0.00 ,AmEx,$0.23
1234,7205989,6/3/2018,Clinic 1,Interchange,0.020434,$0.00 ,AmEx,$0.23
1234,7205989,6/4/2018,Clinic 1,Interchange,0.021181,$0.00 ,AmEx,$0.23
1234,7205989,6/5/2018,Clinic 1,Interchange,0.0225,$0.00 ,AmEx,$1.84
1234,7205989,6/6/2018,Clinic 1,Interchange,0.000533,$0.00 ,AmEx,$2.00
1234,7205989,6/7/2018,Clinic 1,Interchange,0.006175,$0.00 ,AmEx,$2.00
1234,7205989,6/8/2018,Clinic 1,Interchange,0.006373,$0.00 ,AmEx,$2.00
1234,7205989,6/9/2018,Clinic 1,Interchange,0.006785,$0.00 ,AmEx,$2.00
1234,7205989,6/10/2018,Clinic 1,Interchange,0.007136,$0.00 ,AmEx,$1.46
1234,7205989,6/11/2018,Clinic 1,Interchange,0.00715,$0.00 ,AmEx,$4.29
1234,7205989,6/12/2018,Clinic 1,Interchange,0.007171,$0.00 ,AmEx,$1.39
1234,7205989,6/13/2018,Clinic 1,Interchange,0.007269,$0.00 ,AmEx,$1.23
1234,7205989,6/14/2018,Clinic 1,Interchange,0.007325,$0.00 ,AmEx,$1.15
1234,7205989,6/15/2018,Clinic 1,Interchange,0.007339,$0.00 ,AmEx,$1.14
1234,7205989,6/16/2018,Clinic 1,Interchange,0.007342,$0.00 ,AmEx,$1.14
1234,7205989,6/17/2018,Clinic 1,Interchange,0.007377,$0.00 ,AmEx,$1.10
1234,7205989,6/18/2018,Clinic 1,Interchange,0.007382,$0.00 ,AmEx,$1.09
1234,7205989,6/19/2018,Clinic 1,Interchange,0.00739,$0.00 ,AmEx,$1.08
1234,7205989,6/20/2018,Clinic 1,Interchange,0.007412,$0.00 ,AmEx,$1.06
1234,7205989,6/21/2018,Clinic 1,Interchange,0.007435,$0.00 ,AmEx,$1.04
1234,7205989,6/22/2018,Clinic 1,Interchange,0.007553,$0.00 ,AmEx,$0.93
1234,7205989,6/23/2018,Clinic 1,Interchange,0.007695,$0.00 ,AmEx,$0.83
1234,7205989,6/24/2018,Clinic 1,Interchange,0.007727,$0.00 ,AmEx,$0.82
1234,7205989,6/25/2018,Clinic 1,Interchange,0.007762,$0.00 ,AmEx,$0.80
1234,7205989,6/26/2018,Clinic 1,Interchange,0.008125,$0.00 ,AmEx,$1.30
1234,7205989,6/27/2018,Clinic 1,Interchange,0.008131,$0.00 ,AmEx,$0.65
1234,7205989,6/28/2018,Clinic 1,Interchange,0.008264,$0.00 ,AmEx,$0.61
1234,7205989,6/29/2018,Clinic 1,Interchange,0.008298,$0.00 ,AmEx,$0.60
1234,7205989,6/30/2018,Clinic 1,Interchange,0.008562,$0.00 ,AmEx,$0.54
1234,7205989,7/1/2018,Clinic 1,Interchange,0.008683,$0.00 ,AmEx,$0.52
1234,7205989,7/2/2018,Clinic 1,Interchange,0.008847,$0.00 ,AmEx,$0.49
1234,7205989,7/3/2018,Clinic 1,Interchange,0.008856,$0.00 ,AmEx,$0.49
1234,7205989,7/4/2018,Clinic 1,Interchange,0.008864,$0.00 ,AmEx,$0.49
1234,7205989,7/5/2018,Clinic 1,Interchange,0.008873,$0.00 ,AmEx,$0.49
1234,7205989,7/6/2018,Clinic 1,Interchange,0.008897,$0.00 ,AmEx,$0.48
1234,7205989,7/7/2018,Clinic 1,Interchange,0.008954,$0.00 ,AmEx,$0.47
1234,7205989,7/8/2018,Clinic 1,Interchange,0.009025,$0.00 ,AmEx,$0.46
1234,7205989,7/9/2018,Clinic 1,Interchange,0.009078,$0.00 ,AmEx,$0.46
1234,7205989,7/10/2018,Clinic 1,Interchange,0.0091,$0.00 ,AmEx,$0.46
1234,7205989,7/11/2018,Clinic 1,Interchange,0.009309,$0.00 ,AmEx,$0.43
1234,7205989,7/12/2018,Clinic 1,Interchange,0.0094,$0.00 ,AmEx,$0.42
1234,7205989,7/13/2018,Clinic 1,Interchange,0.01016,$0.00 ,AmEx,$0.72
1234,7205989,7/14/2018,Clinic 1,Interchange,0.010229,$0.00 ,AmEx,$1.08
1234,7205989,7/15/2018,Clinic 1,Interchange,0.011427,$0.00 ,AmEx,$0.30
1234,7205989,7/16/2018,Clinic 1,Interchange,0.01172,$0.00 ,AmEx,$0.87
1234,7205989,7/17/2018,Clinic 1,Interchange,0.013,$0.00 ,AmEx,$0.26
1234,7205989,7/18/2018,Clinic 1,Interchange,0.015016,$0.00 ,AmEx,$0.23
1234,7205989,7/19/2018,Clinic 1,Interchange,0.0152,$0.00 ,AmEx,$0.46
1234,7205989,7/20/2018,Clinic 1,Interchange,0.021,$0.00 ,AmEx,$0.19
1234,7205989,7/21/2018,Clinic 1,Interchange,0.0326,$0.00 ,AmEx,$0.16
1234,7205989,7/22/2018,Clinic 1,Interchange,0.001358,$0.00 ,AmEx,$1.50
1234,7205989,7/23/2018,Clinic 1,Interchange,0.001883,$0.00 ,AmEx,$1.50
1234,7205989,7/24/2018,Clinic 1,Interchange,0.003045,$0.00 ,AmEx,$1.50
1234,7205989,7/25/2018,Clinic 1,Interchange,0.005022,$0.00 ,AmEx,$1.50
1234,7205989,7/26/2018,Clinic 1,Interchange,0.005324,$0.00 ,AmEx,$1.50
1234,7205989,7/27/2018,Clinic 1,Interchange,0.005769,$0.00 ,AmEx,$1.50
1234,7205989,7/28/2018,Clinic 1,Interchange,0.005951,$0.00 ,AmEx,$1.50
1234,7205989,7/29/2018,Clinic 1,Interchange,0.006711,$0.00 ,AmEx,$1.50
1234,7205989,7/30/2018,Clinic 1,Interchange,0.006857,$0.00 ,AmEx,$1.50
1234,7205989,7/31/2018,Clinic 1,Interchange,0.007113,$0.00 ,AmEx,$1.50
1234,7205989,8/1/2018,Clinic 1,Interchange,0.0075,$0.00 ,AmEx,$1.50
1234,7205989,8/2/2018,Clinic 1,Interchange,0.00767,$0.00 ,AmEx,$1.50
1234,7205989,8/3/2018,Clinic 1,Interchange,0.00834,$0.00 ,AmEx,$1.50
1234,7205989,8/4/2018,Clinic 1,Interchange,0.006666,$0.00 ,AmEx,$6.28
1234,7205989,8/5/2018,Clinic 1,Interchange,0.006735,$0.00 ,AmEx,$4.56
1234,7205989,8/6/2018,Clinic 1,Interchange,0.007367,$0.00 ,AmEx,$1.28
1234,7205989,8/7/2018,Clinic 1,Interchange,0.007377,$0.00 ,AmEx,$1.33
1234,7205989,8/8/2018,Clinic 1,Interchange,0.007698,$0.00 ,AmEx,$0.97
1234,7205989,8/9/2018,Clinic 1,Interchange,0.010226,$0.00 ,AmEx,$0.43
1234,7205989,8/10/2018,Clinic 1,Interchange,0.01025,$0.00 ,AmEx,$0.41
1234,7205989,8/11/2018,Clinic 1,Interchange,0.010857,$0.00 ,AmEx,$0.38
1234,7205989,8/12/2018,Clinic 1,Interchange,0.001498,$0.00 ,AmEx,$0.34
1234,7205989,8/13/2018,Clinic 1,Interchange,0.002071,$0.00 ,AmEx,$0.29
1234,7205989,8/14/2018,Clinic 1,Interchange,0.002172,$0.00 ,AmEx,$0.29
1234,7205989,8/15/2018,Clinic 1,Interchange,0.002505,$0.00 ,AmEx,$0.28
1234,7205989,8/16/2018,Clinic 1,Interchange,0.002645,$0.00 ,AmEx,$0.28
1234,7205989,8/17/2018,Clinic 1,Interchange,0.003714,$0.00 ,AmEx,$0.26
1234,7205989,8/18/2018,Clinic 1,Interchange,0.004167,$0.00 ,AmEx,$0.25
1234,7205989,8/19/2018,Clinic 1,Interchange,0.004456,$0.00 ,AmEx,$0.25
1234,7205989,8/20/2018,Clinic 1,Interchange,0.00456,$0.00 ,AmEx,$0.25
1234,7205989,8/21/2018,Clinic 1,Interchange,0.004578,$0.00 ,AmEx,$0.25
